max,min,density,resolution
44.57743635838887,-285.8653794671373,0.1,512
16.704768564440926,-89.94029742624333,0.7,512
4.359244930239367,-7.035807376713721,1.0,512
7.348260196611332,-5.016272168901352,2.0,512
11.821513097515618,-3.252897316161713,3.0,512
16.31797013667327,-2.1106699859530225,4.0,512
20.853676347416418,-1.3110909416967267,5.0,512
34.355313246497296,-0.9760592822924867,8.0,512
0.011926076162302715,-4.353269323599724e-6,10.0,512
66.38467325864143,-0.9054683126470182,15.0,512
