k,diff
0.0,-0.12512160829910646
0.03913894324853229,-0.009392461463476387
0.07827788649706457,-0.015364408225297693
0.11741682974559686,-0.02277081198214434
0.15655577299412915,-0.031589813811161854
0.19569471624266144,-0.0417954653921907
0.23483365949119372,-0.05335784715358027
0.273972602739726,-0.06624320386159671
0.3131115459882583,-0.08041409674144617
0.3522504892367906,-0.09582957110017243
0.3913894324853229,-0.11244533830939385
0.43052837573385516,-0.13021397090049902
0.46966731898238745,-0.1490851094277118
0.5088062622309197,-0.16900567966706448
0.547945205479452,-0.18992011864319314
0.5870841487279843,-0.2117706079126851
0.6262230919765166,-0.2344973124840808
0.6653620352250489,-0.2580386237219201
0.7045009784735812,-0.28233140456699113
0.7436399217221135,-0.3073112354083949
0.7827788649706457,-0.3329126589659053
0.821917808219178,-0.3590694225844522
0.8610567514677103,-0.38571471640647204
0.9001956947162426,-0.41278140597227253
0.9393346379647749,-0.44020225790333045
0.9784735812133072,-0.46791015744719067
1.0176125244618395,-0.4958383168044227
1.0567514677103718,-0.5239204733159548
1.095890410958904,-0.5520910767605418
1.1350293542074363,-0.5802854651949381
1.1741682974559686,-0.6084400289597802
1.213307240704501,-0.636492362669542
1.2524461839530332,-0.6643814052008525
1.2915851272015655,-0.6920475678863105
1.3307240704500978,-0.7194328513070203
1.36986301369863,-0.7464809512513995
1.4090019569471623,-0.7731373545675555
1.4481409001956946,-0.7993494257769993
1.487279843444227,-0.8250664854353271
1.5264187866927592,-0.8502398813179104
1.5655577299412915,-0.8748230535723875
1.6046966731898238,-0.8987715950128283
1.643835616438356,-0.9220433077316725
1.6829745596868884,-0.9445982571732614
1.7221135029354206,-0.9663988247476256
1.761252446183953,-0.9874097599655034
1.8003913894324852,-1.0075982329462767
1.8395303326810175,-1.0269338879929157
1.8786692759295498,-1.0453888987438429
1.917808219178082,-1.062938025205162
1.9569471624266144,-1.079558672742086
1.9960861056751467,-1.0952309528704673
2.035225048923679,-1.1099377454426818
2.0743639921722115,-1.123664761573517
2.1135029354207435,-1.1364006064043468
2.152641878669276,-1.148136840565655
2.191780821917808,-1.1588680389704455
2.2309197651663406,-1.1685918453577875
2.2700587084148727,-1.1773090208054287
2.309197651663405,-1.1850234842303622
2.3483365949119372,-1.1917423426675233
2.3874755381604698,-1.1974759087727185
2.426614481409002,-1.2022377023074287
2.4657534246575343,-1.2060444306332074
2.5048923679060664,-1.2089159381079888
2.544031311154599,-1.2108750960639267
2.583170254403131,-1.21194752258095
2.6223091976516635,-1.212160461209812
2.6614481409001955,-1.2115302652880064
2.700587084148728,-1.210217650155456
2.73972602739726,-1.2080346757445288
2.7788649706457926,-1.205165376438784
2.8180039138943247,-1.201622991031438
2.857142857142857,-1.1975127402205248
2.8962818003913893,-1.1927415771480434
2.935420743639922,-1.187462135370105
2.974559686888454,-1.1816984383863276
3.0136986301369864,-1.175497836110655
3.0528375733855184,-1.1689093009916893
3.091976516634051,-1.1619821858433756
3.131115459882583,-1.1547657168931988
3.1702544031311155,-1.1473085974880357
3.2093933463796476,-1.1396586395789674
