r,gr,k,Fg_k,S_k,G_k,D_k
0.0062273946577337935,0.6367445534075591,0.0,-0.19545613973627252,0.609087720527455,1.164281464255561,-1.164281464255561
0.01868218397320138,0.6446048838597846,0.03913894324853229,-0.19531141019060175,0.6093771796187966,0.07183209153103426,-0.07183209153103426
0.03113697328866897,0.6524410585696969,0.07827788649706457,-0.1948777759063542,0.6102444481872916,0.11739049942067241,-0.11739049942067241
0.04359176260413655,0.6602499532471859,0.11741682974559686,-0.19415689687257842,0.6116862062548432,0.1737672872745183,-0.1737672872745183
0.05604655191960414,0.6680284714586173,0.15655577299412915,-0.1931515295277786,0.6136969409444428,0.24071440408300449,-0.24071440408300449
0.06850134123507173,0.6757735475825998,0.19569471624266144,-0.19186551151804956,0.6162689769639009,0.31793716651154047,-0.31793716651154047
0.08095613055053931,0.6834821496192582,0.23483365949119372,-0.19030374050388787,0.6193925189922243,0.40509548810130924,-0.40509548810130924
0.0934109198660069,0.6911512818493877,0.273972602739726,-0.1884721471597373,0.6230557056805254,0.501805296747434,-0.501805296747434
0.10586570918147449,0.6987779873353205,0.3131115459882583,-0.18637766254956042,0.6272446749008791,0.6076401340384173,-0.6076401340384173
0.11832049849694208,0.706359350260189,0.3522504892367906,-0.18402818009953015,0.6319436398009397,0.7221329292194268,-0.7221329292194268
0.13077528781240966,0.7138924981006786,0.3913894324853229,-0.18143251242502956,0.6371349751499409,0.8447779397474603,-0.8447779397474603
0.14323007712787725,0.7213746036306355,0.43052837573385516,-0.17860034330323984,0.6427993133935204,0.975032849656052,-0.975032849656052
0.15568486644334484,0.7288028867526031,0.46966731898238745,-0.17554217511444395,0.6489156497711122,1.1123210162338173,-1.1123210162338173
0.16813965575881243,0.7361746161558612,0.5088062622309197,-0.17226927210451884,0.6554614557909624,1.25603385485749,-1.25603385485749
0.18059444507428002,0.743487110799726,0.547945205479452,-0.16879359984773176,0.6624128003045364,1.4055333512039938,-1.4055333512039938
0.1930492343897476,0.7507377412220329,0.5870841487279843,-0.16512776131267756,0.6697444773746448,1.5601546895069014,-1.5601546895069014
0.20550402370521517,0.7579239306731045,0.6262230919765166,-0.16128492995484517,0.6774301400903097,1.7192089850192125,-1.7192089850192125
0.21795881302068276,0.7650431560764946,0.6653620352250489,-0.15727878027671524,0.6854424394465695,1.8819861084045408,-1.8819861084045408
0.23041360233615035,0.7720929488182554,0.7045009784735812,-0.1531234163103684,0.6937531673792632,2.047757589401861,-2.047757589401861
0.24286839165161794,0.7790708953673343,0.7436399217221135,-0.14883329848821625,0.7023334030235675,2.215779586801328,-2.215779586801328
0.2553231809670855,0.7859746377301929,0.7827788649706457,-0.14442316937460584,0.7111536612507883,2.3852959115297194,-2.3852959115297194
