r,gr,k,Fg_k,S_k,G_k,D_k
0.0062273946577337935,0.8115614745996307,0.0,-0.012533940099818898,0.05995449251358265,0.6190955876205017,-0.6190955876205017
0.01868218397320138,0.8213350002033429,0.03913894324853229,-0.012533398411396586,0.059995119145256015,-0.5360410633203139,0.5360410633203139
0.03113697328866897,0.8308255631506796,0.07827788649706457,-0.012531770878943723,0.06011718407922084,-0.8784631702513884,0.8784631702513884
0.04359176260413655,0.8400234885406443,0.11741682974559686,-0.012529050145421465,0.060321239093390155,-1.3048736171486377,1.3048736171486377
0.05604655191960414,0.8489207512030825,0.15655577299412915,-0.012525224061326053,0.06060819540054596,-1.815146922352349,1.815146922352349
0.06850134123507173,0.8575109393313389,0.19569471624266144,-0.012520275747252379,0.06097931895607156,-2.409131870912962,2.409131870912962
0.08095613055053931,0.8657892072619628,0.23483365949119372,-0.012514183532842579,0.06143623503680662,-3.0866509999949434,3.0866509999949434
0.0934109198660069,0.8737522187114564,0.273972602739726,-0.012506920733171596,0.06198094501213036,-3.84750000730875,3.84750000730875
0.10586570918147449,0.8813980814522733,0.3131115459882583,-0.012498455295461607,0.06261585284037952,-4.6914470861355,4.6914470861355
0.11832049849694208,0.8887262747637774,0.3522504892367906,-0.012488749401109044,0.06334379491682174,-5.6182321908552355,5.6182321908552355
0.13077528781240966,0.895737570835877,0.3913894324853229,-0.012477759109872255,0.06416806675958087,-6.6275662374405755,6.6275662374405755
0.14323007712787725,0.9024339514076045,0.43052837573385516,-0.012465434083155594,0.06509244376333045,-7.719130243694398,7.719130243694398
0.15568486644334484,0.9088185208146637,0.46966731898238745,-0.012451717350046788,0.06612119874649092,-8.892574414466818,8.892574414466818
0.16813965575881243,0.9148954166257383,0.5088062622309197,-0.012436545025224574,0.06725912310815696,-10.147517177409586,10.147517177409586
0.18059444507428002,0.9206697189403473,0.547945205479452,-0.012419845883577012,0.0685115587317241,-11.483544175213492,11.483544175213492
0.1930492343897476,0.9261473593743409,0.5870841487279843,-0.012401540744980174,0.06988444412648698,-12.900207220544651,12.900207220544651
0.20550402370521517,0.9313350306463716,0.6262230919765166,-0.012381541696154843,0.07138437278838672,-14.397023220219914,14.397023220219914
0.21795881302068276,0.9362400976038918,0.6653620352250489,-0.012359751232137152,0.0730186575897136,-15.973473075389284,15.973473075389284
0.23041360233615035,0.9408705104124853,0.7045009784735812,-0.01233606140489073,0.07479539463319529,-17.629000564741556,17.629000564741556
0.24286839165161794,0.9452347205455374,0.7436399217221135,-0.012310353017221092,0.07672352370841806,-19.36301121793369,19.36301121793369
0.2553231809670855,0.9493416001005764,0.7827788649706457,-0.012282494824240934,0.07881288818193,-21.174871186616997,21.174871186616997
0.2677779702825531,0.9532003648810319,0.821917808219178,-0.012252342645804154,0.08107430156468842,-23.063906120571694,23.063906120571694
0.2802327595980207,0.9568205015810504,0.8610567514677103,-0.01221973828591802,0.08351962855614858,-25.029400056541206,25.029400056541206
0.2926875489134883,0.9602116993302092,0.9001956947162426,-0.012184508204175708,0.08616188468682195,-27.070594327421762,27.070594327421762
0.30514233822895587,0.9633837857673333,0.9393346379647749,-0.01214646196211157,0.0890153528416322,-29.186686499480317,29.186686499480317
0.3175971275444235,0.966346667743252,0.9784735812133072,-0.012105390529404753,0.09209571029464347,-31.376829345251004,31.376829345251004
0.33005191685989105,0.9691102766802693,1.0176125244618395,-0.01206106454507961,0.09542015911902924,-33.64012985972863,33.64012985972863
0.34250670617535867,0.971684518560455,1.0567514677103718,-0.012013232581155631,0.0990075564133277,-35.97564832739951,35.97564832739951
0.35496149549082623,0.9740792284589042,1.095890410958904,-0.011961619378529156,0.10287854661031337,-38.38239744754081,38.38239744754081
0.3674162848062938,0.9763041294966288,1.1350293542074363,-0.011905923963742173,0.10705570271933695,-40.85934152506084,40.85934152506084
0.3798710741217614,0.9783687960471497,1.1741682974559686,-0.011845817549253238,0.11156368380600712,-43.405395733941404,43.405395733941404
0.39232586343722897,0.9802826210028295,1.213307240704501,-0.011780941177009023,0.1164294117243232,-46.01942546007755,46.01942546007755
0.4047806527526966,0.9820547868801703,1.2524461839530332,-0.011710903158095021,0.12168226314287345,-48.70024573000818,48.70024573000818
0.41723544206816415,0.9836942405271855,1.2915851272015655,-0.011635276442520976,0.12735426681092676,-51.44662073169556,51.44662073169556
0.42969023138363177,0.9852096711809191,1.3307240704500978,-0.011553596082828908,0.13348029378783188,-54.257263433150904,54.257263433150904
0.44214502069909933,0.9866094916170394,1.36986301369863,-0.011465356924787475,0.1400982306409394,-57.130835304295445,57.130835304295445
0.4545998100145669,0.9879018221279819,1.4090019569471623,-0.011370011597332468,0.14724913020006491,-60.0659461469718,60.0659461469718
0.4670545993300345,0.9890944770679312,1.4481409001956946,-0.011266968833703345,0.15497733747224918,-63.06115403745185,63.06115403745185
0.4795093886455021,0.9901949537049268,1.487279843444227,-0.01115559218120933,0.16333058640930032,-66.11496538510728,66.11496538510728
0.4919641779609697,0.991210423128244,1.5264187866927592,-0.011035199260406692,0.17236005546949817,-69.22583511013949,69.22583511013949
0.5044189672764373,0.9921477229667054,1.5655577299412915,-0.010905061887628149,0.18212035842788887,-72.39216694241252,72.39216694241252
0.5168737565919048,0.9930133516858215,1.6046966731898238,-0.010764407525084627,0.19266943561865302,-75.61231384254049,75.61231384254049
0.5293285459073724,0.9938134642430522,1.643835616438356,-0.010612422623043117,0.20406830327176628,-78.88457854542686,78.88457854542686
0.5417833352228401,0.994553868895674,1.6829745596868884,-0.01044825845470764,0.21638061589692703,-82.20721422544264,82.20721422544264
