k,diff
0.0,0.021391901233593802
0.03913894324853229,0.0016062551125445024
0.07827788649706457,0.0026284488235493453
0.11741682974559686,0.0038971507183907517
0.15655577299412915,0.0054092504667070385
0.19569471624266144,0.007161051651731087
0.23483365949119372,0.009148286696391339
0.273972602739726,0.011366134271696193
0.3131115459882583,0.013809239197995371
0.3522504892367906,0.016471734851383868
0.3913894324853229,0.01934726808902454
0.43052837573385516,0.022429026708511657
0.46966731898238745,0.025709769457408438
0.5088062622309197,0.029181858609473643
0.547945205479452,0.03283729512371947
0.5870841487279843,0.036667756400940554
0.6262230919765166,0.040664636649213826
0.6653620352250489,0.04481908986443006
0.7045009784735812,0.04912207542365454
0.7436399217221135,0.05356440627676751
0.7827788649706457,0.05813679970451968
0.821917808219178,0.06282993058775599
0.8610567514677103,0.06763448710102082
0.9001956947162426,0.07254122870279822
0.9393346379647749,0.07754104624136815
0.9784735812133072,0.082625023927136
1.0176125244618395,0.08778450283656625
1.0567514677103718,0.09301114550574674
1.095890410958904,0.09829700104101136
1.1350293542074363,0.10363457001563958
1.1741682974559686,0.10901686823323864
1.213307240704501,0.11443748821751853
1.2524461839530332,0.11989065703303581
1.2915851272015655,0.12537128875258574
1.3307240704500978,0.13087502957038666
1.36986301369863,0.1363982932216068
1.4090019569471623,0.14193828402706998
1.4481409001956946,0.1474930045566687
1.487279843444227,0.15306124463011628
1.5264187866927592,0.15864254818973222
1.5655577299412915,0.16423715454148535
1.6046966731898238,0.1698459106319241
1.643835616438356,0.17547015148413436
1.6829745596868884,0.18111154673406205
1.7221135029354206,0.18677191246281666
1.761252446183953,0.19245298926620436
1.8003913894324852,0.19815618975828642
1.8395303326810175,0.20388232143801588
1.8786692759295498,0.20963129394444735
1.917808219178082,0.21540182298835475
1.9569471624266144,0.22119114637897042
1.9960861056751467,0.226994770175871
2.035225048923679,0.2328062646414395
2.0743639921722115,0.2386171298894979
2.1135029354207435,0.2444167495291154
2.152641878669276,0.25019244694780696
2.191780821917808,0.2559296531648698
2.2309197651663406,0.2616121877097868
2.2700587084148727,0.2672226453542237
2.309197651663405,0.2727428726315182
2.3483365949119372,0.2781545099474201
2.3874755381604698,0.2834395687644289
2.426614481409002,0.28858100968095357
2.4657534246575343,0.29356328675432053
2.5048923679060664,0.29837282621564754
2.544031311154599,0.3029984134292292
2.583170254403131,0.307431469798658
2.6223091976516635,0.3116662103165737
2.6614481409001955,0.3156996815124984
2.700587084148728,0.31953168770122886
2.73972602739726,0.3231646199321432
2.7788649706457926,0.3266032064637443
2.8180039138943247,0.3298542058335414
2.857142857142857,0.33292606383525936
2.8962818003913893,0.3358285543220916
2.935420743639922,0.33857242119204045
2.974559686888454,0.3411690356700916
3.0136986301369864,0.3436300795135594
3.0528375733855184,0.34596726138207146
3.091976516634051,0.3481920705784063
3.131115459882583,0.35031556982117706
3.1702544031311155,0.3523482267148239
3.2093933463796476,0.35429978212503954
3.24853228962818,0.3561791526962992
3.287671232876712,0.3579943641819767
3.3268101761252447,0.3597525120126619
3.3659491193737767,0.3614597455178199
3.4050880626223092,0.3631212723680619
3.4442270058708413,0.36474138005645784
3.483365949119374,0.36632347153775413
3.522504892367906,0.3678701124591299
3.5616438356164384,0.36938308771598827
3.6007827788649704,0.3708634653361429
3.639921722113503,0.37231166592628995
3.679060665362035,0.3737275361050365
3.7181996086105675,0.37511042449685306
3.7573385518590996,0.3764592589800628
3.796477495107632,0.37777262397244726
3.835616438356164,0.37904883660935695
3.8747553816046967,0.38028602072824924
3.9138943248532287,0.3814821776273476
3.9530332681017613,0.38263525262264864
3.9921722113502933,0.3837431964940805
4.031311154598826,0.38480402099420985
4.070450097847358,0.38581584769579536
4.109589041095891,0.38677694957952724
4.148727984344423,0.38768578490937955
4.187866927592955,0.388541023109255
4.227005870841487,0.38934156253505137
4.26614481409002,0.39008654022676126
4.305283757338552,0.39077533392125474
4.344422700587084,0.3914075567973043
4.383561643835616,0.3919830456064659
4.422700587084149,0.3925018430070537
4.461839530332681,0.39296417505308057
4.500978473581213,0.39337042489636076
4.540117416829745,0.3937211038227275
4.579256360078278,0.3940168207710002
4.61839530332681,0.39425825146790316
4.657534246575342,0.3944461082570285
4.6966731898238745,0.3945811116126663
4.7358121330724074,0.39466396420715455
4.7749510763209395,0.39469532825745546
4.814090019569472,0.39467580671345104
4.853228962818004,0.3946059286783168
4.892367906066537,0.3944861392763528
4.931506849315069,0.3943167940154808
4.970645792563601,0.39409815753163
5.009784735812133,0.39383040646498557
5.048923679060666,0.39351363609492296
5.088062622309198,0.39314787026822273
5.12720156555773,0.39273307408043934
5.166340508806262,0.3922691687275801
5.205479452054795,0.39175604792040986
5.244618395303327,0.39119359525682285
5.283757338551859,0.3905817019678466
5.322896281800391,0.38992028449001737
5.362035225048924,0.38920930137138043
5.401174168297456,0.38844876907805315
5.440313111545988,0.3876387763406228
5.47945205479452,0.38677949675224
5.518590998043053,0.38587119940640946
5.557729941291585,0.38491425743634977
5.596868884540117,0.38390915439106266
5.636007827788649,0.3828564884472314
5.675146771037182,0.38175697451825386
5.714285714285714,0.3806114443737272
5.7534246575342465,0.3794208449279495
5.7925636007827785,0.37818623489016545
5.8317025440313115,0.3769087799996953
5.870841487279844,0.3755897470842626
5.909980430528376,0.3742304971926558
5.949119373776908,0.3728324780518051
5.988258317025441,0.3713972160958008
6.027397260273973,0.36992630829817585
6.066536203522505,0.36842141402371453
6.105675146771037,0.3668842470891889
6.14481409001957,0.36531656819704494
6.183953033268102,0.36372017787397226
6.223091976516634,0.36209691001431565
