velocityOfSound,density,resolution
0.6285649696047748,1.6,512
0.7152885006780354,2.0,512
0.8751399806929283,3.0,512
1.117359315050579,5.0,512
1.5620545881280115,10.0,512
1.9064637532535678,15.0,512
