r,gr,k,Fg_k,S_k,G_k,D_k
1.1894323796271546,0.9987194035225486,3.7181996086105675,-0.0014200029652780511,0.9389398724930438,-155.03272684798338,155.03272684798338
1.201887168942622,0.9987184899081144,3.7573385518590996,-0.0014049556088526402,0.9395869088193365,-156.74477567758058,156.74477567758058
1.2143419582580897,0.9987325122633419,3.796477495107632,-0.0013810425700713977,0.9406151694869299,-158.42063556524147,158.42063556524147
1.2267967475735573,0.9987594352221568,3.835616438356164,-0.0013488949604865315,0.9419975166990792,-160.05969043827156,160.05969043827156
1.239251536889025,0.9987973699578467,3.8747553816046967,-0.0013092248471766495,0.9437033315714041,-161.66137639796145,161.66137639796145
1.2517063262044925,0.9988445698660764,3.9138943248532287,-0.0012628086157067677,0.9456992295246089,-163.22518185277346,163.22518185277346
1.2641611155199601,0.9988994258370096,3.9530332681017613,-0.001210470959688121,0.9479497487334108,-164.75064752077284,164.75064752077284
1.2766159048354278,0.9989604611960624,3.9921722113502933,-0.0011530696096363742,0.9504180067856359,-166.23736630256238,166.23736630256238
1.2890706941508951,0.9990263263857365,4.031311154598826,-0.0010914809011605734,0.9530663212500954,-167.68498302661806,167.68498302661806
1.3015254834663628,0.9990957934538208,4.070450097847358,-0.0010265862694595045,0.9558567904132413,-169.0931940695559,169.0931940695559
1.3139802727818304,0.9991677504070022,4.109589041095891,-0.0009592597437965289,0.9587518310167492,-170.46174685446977,170.46174685446977
1.326435062097298,0.9992411954826169,4.148727984344423,-0.0008903565022066696,0.9617146704051132,-171.79043923106724,171.79043923106724
1.3388898514127656,0.9993152313857622,4.187866927592955,-0.0008207025332948687,0.9647097910683207,-173.07911874188355,173.07911874188355
1.3513446407282332,0.9993890595334294,4.227005870841487,-0.0007510854387418543,0.9677033261341003,-174.3276817793702,174.3276817793702
1.3637994300437009,0.9994619743424726,4.26614481409002,-0.000682246397166008,0.9706634049218617,-175.53607263912923,175.53607263912923
1.3762542193591683,0.9995333575933539,4.305283757338552,-0.0006148732974141105,0.9735604482111933,-176.70428247498987,176.70428247498987
1.3887090086746359,0.9996026728973689,4.344422700587084,-0.0005495950372772679,0.9763674133970774,-177.83234816200152,177.83234816200152
1.4011637979901035,0.9996694602908208,4.383561643835616,-0.0004869769721517001,0.9790599901974769,-178.92035107374264,178.92035107374264
1.413618587305571,0.999733330975946,4.422700587084149,-0.00042751748737596574,0.9816167480428335,-179.96841578061444,179.96841578061444
1.4260733766210387,0.9997939622247506,4.461839530332681,-0.0003716456579573248,0.9840192367078351,-180.97670867600527,180.97670867600527
1.4385281659365063,0.9998510924587923,4.500978473581213,-0.0003197199502183853,0.9862520421406095,-181.94543653737378,181.94543653737378
1.450982955251974,0.9999045165148565,4.540117416829745,-0.00027202791160980857,0.9883027998007783,-182.8748450294073,182.8748450294073
1.4634377445674414,0.9999540811038523,4.579256360078278,-0.00022878678759173077,0.9901621681335556,-183.7652171564704,183.7652171564704
1.475892533882909,0.9999996804676954,4.61839530332681,-0.00019014499812148816,0.991823765080776,-184.6168716715652,184.6168716715652
1.4883473231983766,1.0000412522367919,4.657534246575342,-0.00015618440092214,0.993284070760348,-185.4301614489889,185.4301614489889
1.5008021125138442,1.0000787734886603,4.6966731898238745,-0.0001269232643582529,0.9945422996325951,-186.20547182779148,186.20547182779148
1.5132569018293118,1.0001122570065257,4.7358121330724074,-0.00010231986941376926,0.9956002456152079,-186.94321893301728,186.94321893301728
1.5257116911447794,1.0001417477350822,4.7749510763209395,-8.227665794374114e-5,0.9964621037084191,-187.6438479815577,187.6438479815577
1.538166480460247,1.0001673194293252,4.814090019569472,-6.664484303737695e-5,0.9971342717493928,-188.30783157925512,188.30783157925512
1.5506212697757145,1.0001890714911272,4.853228962818004,-5.522939695657141e-5,0.9976251359308674,-188.93566801568247,188.93566801568247
1.563076059091182,1.0002071259873189,4.892367906066537,-4.779433266390201e-5,0.9979448436954522,-189.52787956278652,189.52787956278652
1.5755308484066497,1.0002216248421645,4.931506849315069,-4.406819638136232e-5,0.9981050675556015,-190.08501078332029,190.08501078332029
1.5879856377221173,1.0002327271965554,4.970645792563601,-4.374969087263747e-5,0.9981187632924766,-190.6076268547202,190.6076268547202
1.600440427037585,1.0002406069257193,5.009784735812133,-4.651335215755398e-5,0.9979999258572252,-191.09631191379142,191.09631191379142
1.6128952163530526,1.0002454503069704,5.048923679060666,-5.2015206081524224e-5,0.9977633461384945,-191.55166742727005,191.55166742727005
1.6253500056685202,1.000247453828805,5.088062622309198,-5.989833550498229e-5,0.9974243715732858,-191.97431059302394,191.97431059302394
1.6378047949839878,1.0002468221326568,5.12720156555773,-6.979829377297639e-5,0.996998673367762,-192.36487277634447,192.36487277634447
1.6502595842994552,1.0002437660786663,5.166340508806262,-8.134830549594795e-5,0.9965020228636743,-192.7239979854683,192.7239979854683
1.6627143736149228,1.0002385009270858,5.205479452054795,-9.418420143907819e-5,0.9959500793381196,-193.05234139015255,193.05234139015255
1.6751691629303904,1.0002312446272115,5.244618395303327,-0.00010794904039900594,0.9953581912628428,-193.3505678868126,193.3505678868126
