r,gr,k,Fg_k,S_k,G_k,D_k
0.0062273946577337935,0.7753859178103302,0.0,-0.19545613973627252,-6.231877170242083,0.8197696610336704,-0.8197696610336704
0.01868218397320138,0.7847892444318139,0.03913894324853229,-0.19531141019060175,-6.2265221770522645,-0.2258424631701143,0.2258424631701143
0.03113697328866897,0.7939893938670085,0.07827788649706457,-0.1948777759063542,-6.210477708535105,-0.37023830921351997,0.37023830921351997
0.04359176260413655,0.8029781667419171,0.11741682974559686,-0.19415689687257842,-6.183805184285402,-0.5501903126323071,0.5501903126323071
0.05604655191960414,0.8117482959847001,0.15655577299412915,-0.1931515295277786,-6.1466065925278075,-0.7657360285372518,0.7657360285372518
0.06850134123507173,0.8202934449729438,0.19569471624266144,-0.19186551151804956,-6.099023926167834,-1.0169191122753576,1.0169191122753576
0.08095613055053931,0.8286082000312547,0.23483365949119372,-0.19030374050388787,-6.041238398643851,-1.3037886239143572,1.3037886239143572
0.0934109198660069,0.8366880576635141,0.273972602739726,-0.1884721471597373,-5.973469444910281,-1.6263982266392236,1.6263982266392236
0.10586570918147449,0.8445294067756659,0.3131115459882583,-0.18637766254956042,-5.895973514333735,-1.9848052829134628,1.9848052829134628
0.11832049849694208,0.8521295063154509,0.3522504892367906,-0.18402818009953015,-5.809042663682615,-2.3790698526978975,2.3790698526978975
0.13077528781240966,0.859486458708443,0.3913894324853229,-0.18143251242502956,-5.713002959726094,-2.8092535985503533,2.8092535985503533
0.14323007712787725,0.8665991795394172,0.43052837573385516,-0.17860034330323984,-5.608212702219874,-3.275418602832583,3.275418602832583
0.15568486644334484,0.8734673639074299,0.46966731898238745,-0.17554217511444395,-5.495060479234426,-3.7776261027098856,3.7776261027098856
0.16813965575881243,0.8800914499130035,0.5088062622309197,-0.17226927210451884,-5.373963067867197,-4.315935149007644,4.315935149007644
0.18059444507428002,0.8864725797170971,0.547945205479452,-0.16879359984773176,-5.2453631943660755,-4.89040119538553,4.89040119538553
0.1930492343897476,0.8926125586185931,0.5870841487279843,-0.16512776131267756,-5.10972716856907,-5.501074624613467,5.501074624613467
0.20550402370521517,0.8985138125741734,0.6262230919765166,-0.16128492995484517,-4.967542408329272,-6.147999219067765,6.147999219067765
0.21795881302068276,0.9041793445764179,0.6653620352250489,-0.15727878027671524,-4.819314870238464,-6.831210582834821,6.831210582834821
0.23041360233615035,0.9096126902782598,0.7045009784735812,-0.1531234163103684,-4.6655664034836315,-7.550734523070154,7.550734523070154
0.24286839165161794,0.9148178732338923,0.7436399217221135,-0.14883329848821625,-4.5068320440640015,-8.306585398469304,8.306585398469304
0.2553231809670855,0.9197993600949093,0.7827788649706457,-0.14442316937460584,-4.343657266860416,-9.098764442890255,9.098764442890255
0.2677779702825531,0.9245620160762675,0.821917808219178,-0.13990797873465893,-4.176595213182381,-9.927258072315352,9.927258072315352
0.2802327595980207,0.9291110609735468,0.8610567514677103,-0.1353028084167711,-4.00620391142053,-10.792036183441715,10.792036183441715
0.2926875489134883,0.9334520259857374,0.9001956947162426,-0.13062279752176775,-3.8330435083054066,-11.693050452265908,11.693050452265908
0.30514233822895587,0.9375907115646801,0.9393346379647749,-0.12588306832481305,-3.6576735280180825,-12.630232641062204,12.630232641062204
0.3175971275444235,0.9415331464844614,0.9784735812133072,-0.12109865340590915,-3.4806501760186386,-13.603492922145888,13.603492922145888
0.33005191685989105,0.9452855482925415,1.0176125244618395,-0.11628442443128754,-3.3025237039576387,-14.612718226777313,14.612718226777313
0.34250670617535867,0.9488542852778442,1.0567514677103718,-0.11145502301134355,-3.1238358514197113,-15.657770627481224,15.657770627481224
0.35496149549082623,0.9522458400623444,1.095890410958904,-0.10662479404113571,-2.9451173795220216,-16.738485761941877,16.738485761941877
0.3674162848062938,0.955466774898702,1.1350293542074363,-0.10180772190706228,-2.7668857105613043,-17.85467130648308,17.85467130648308
0.3798710741217614,0.9585236987314734,1.1741682974559686,-0.09701736991834092,-2.589642686978614,-19.006105506956942,19.006105506956942
0.39232586343722897,0.9614232360588463,1.213307240704501,-0.09226682329456602,-2.4138724618989427,-20.192535774642092,20.192535774642092
0.4047806527526966,0.9641719976109531,1.2524461839530332,-0.08756863601116179,-2.240039532412986,-21.41367735449901,21.41367735449901
0.41723544206816415,0.9667765528440744,1.2915851272015655,-0.08293478177322781,-2.068586925609429,-22.66921207284206,22.66921207284206
0.42969023138363177,0.9692434042334237,1.3307240704500978,-0.07837660935536471,-1.8999345461484944,-23.958787171169853,23.958787171169853
0.44214502069909933,0.9715789633344079,1.36986301369863,-0.07390480251084916,-1.734477692901419,-25.282014232548487,25.282014232548487
0.4545998100145669,0.9737895285698029,1.4090019569471623,-0.06952934461828668,-1.5725857508766072,-26.638468206564422,26.638468206564422
0.4670545993300345,0.9758812646913102,1.4481409001956946,-0.06525948819789654,-1.4146010633221717,-28.027686538464444,28.027686538464444
0.4795093886455021,0.9778601838553814,1.487279843444227,-0.061103729393175724,-1.260837987547502,-29.449168407670548,29.449168407670548
0.4919641779609697,0.9797321282477428,1.5264187866927592,-0.057069787477141545,-1.111582136654237,-30.902374080411764,30.902374080411764
0.5044189672764373,0.9815027541859627,1.5655577299412915,-0.05316458940595352,-0.9670898080202801,-32.38672438074097,32.38672438074097
0.5168737565919048,0.9831775176270614,1.6046966731898238,-0.04939425940675838,-0.82758759805006,-33.90160028372223,33.90160028372223
0.5293285459073724,0.9847616610051013,1.643835616438356,-0.04576411355136305,-0.6932722014004327,-35.446342634064614,35.446342634064614
0.5417833352228401,0.9862602013240294,1.6829745596868884,-0.04227865923308962,-0.564310391624316,-37.02025199296417,37.02025199296417
0.5542381245383076,0.9876779194315131,1.7221135029354206,-0.038941599431165,-0.440839178953105,-38.622588615384416,38.622588615384416
0.5666929138537752,0.9890193504020762,1.761252446183953,-0.03575584161548258,-0.3229661397728554,-40.252572559466415,40.252572559466415
0.5791477031692428,0.9902887749603796,1.8003913894324852,-0.03272351111478264,-0.21076991124695765,-41.909383929215416,41.909383929215416
0.5916024924847104,0.9914902118798359,1.8395303326810175,-0.029845968743430134,-0.10430084350691504,-43.59216325105893,43.59216325105893
0.6040572818001779,0.9926274112959241,1.8786692759295498,-0.027123832456221818,-0.00358180088020732,-45.30001198432069,45.30001198432069
0.6165120711156455,0.9937038488792969,1.917808219178082,-0.024557002777196458,0.09139089724373106,-47.03199316510192,47.03199316510192
0.6289668604311132,0.9947227208191789,1.9569471624266144,-0.022144691727396706,0.18064640608632188,-48.787132182513645,48.787132182513645
0.6414216497465808,0.995686939574302,1.9960861056751467,-0.019885454958068854,0.2642381665514524,-50.56441768565948,50.56441768565948
0.6538764390620483,0.9965991303549057,2.035225048923679,-0.017777226779981895,0.34224260914066984,-52.362802619234245,52.362802619234245
0.6663312283775159,0.9974616283067715,2.0743639921722115,-0.01581735776648234,0.4147577626401534,-54.18120538507374,54.18120538507374
0.6787860176929835,0.9982764763751013,2.1135029354207435,-0.014002654597621579,0.48190177988800154,-56.01851112648537,56.01851112648537
0.691240807008451,0.9990454238338766,2.152641878669276,-0.012329421805231566,0.5438113932064321,-57.87357313168046,57.87357313168046
0.7036955963239186,0.9997699254734626,2.191780821917808,-0.01079350507418002,0.6006403122553392,-59.74521435215535,59.74521435215535
0.7161503856393863,1.0004511414471617,2.2309197651663406,-0.009390335753188298,0.652557577132033,-61.632229031399426,61.632229031399426
0.7286051749548539,1.001089937784534,2.2700587084148727,-0.008114976229500512,0.699745879508481,-63.533384438867685,63.533384438867685
0.7410599642703214,1.0016868875871299,2.309197651663405,-0.00696216582527968,0.7423998644646519,-65.44742270373396,65.44742270373396
