r,gr,k,Fg_k,S_k,G_k,D_k
0.0062273946577337935,0.7369828817641133,0.0,-0.04197649819804632,0.2024465342371199,0.9134009409689264,-0.9134009409689264
0.01868218397320138,0.7459734518073164,0.03913894324853229,-0.04197034246741362,0.20256349311914112,-0.07901076383214146,0.07901076383214146
0.03113697328866897,0.7548254359385738,0.07827788649706457,-0.04195185590119718,0.20291473787725356,-0.12966532295651118,0.12966532295651118
0.04359176260413655,0.7635322200265391,0.11741682974559686,-0.04192098031692462,0.20350137397843215,-0.19294272466955698,0.19294272466955698
0.05604655191960414,0.7720876999875844,0.15655577299412915,-0.04187761854601484,0.20432524762571802,-0.2689534502479256,0.2689534502479256
0.06850134123507173,0.7804862886726783,0.19569471624266144,-0.04182163413928453,0.20538895135359392,-0.35782838112794196,0.35782838112794196
0.08095613055053931,0.7887229199977047,0.23483365949119372,-0.041752850959393704,0.20669583177151962,-0.45971805458306864,0.45971805458306864
0.0934109198660069,0.7967930504122064,0.273972602739726,-0.04167105266563742,0.20824999935288901,-0.5747918050503801,0.5747918050503801
0.10586570918147449,0.804692657745643,0.3131115459882583,-0.041575982098742706,0.21005634012388863,-0.7032367948498424,0.7032367948498424
0.11832049849694208,0.8124182375484315,0.3522504892367906,-0.041467340575835024,0.2121205290591346,-0.8452569384938577,0.8452569384938577
0.13077528781240966,0.8199667970281008,0.3913894324853229,-0.041344787108470824,0.21444904493905437,-1.0010717252767773,1.0010717252767773
0.14323007712787725,0.8273358467172043,0.43052837573385516,-0.04120793755967216,0.21704918636622894,-1.170914945250893,1.170914945250893
0.15568486644334484,0.8345233900068854,0.46966731898238745,-0.041056363759446136,0.2199290885705234,-1.3550333241312016,1.3550333241312016
0.16813965575881243,0.8415279107007785,0.5088062622309197,-0.040889592602581425,0.22309774055095288,-1.5536850730544018,1.5536850730544018
0.18059444507428002,0.8483483587437406,0.547945205479452,-0.04070710515782543,0.2265650020013169,-1.7671383594981447,1.7671383594981447
0.1930492343897476,0.8549841342917797,0.5870841487279843,-0.040508335823999604,0.23034161934400754,-1.99566970599687,1.99566970599687
0.20550402370521517,0.861435070288384,0.6262230919765166,-0.04029267157625097,0.2344392400512315,-2.239562323613205,2.239562323613205
0.21795881302068276,0.867701413718087,0.6653620352250489,-0.040059451354448945,0.23887042426547,-2.4991043873990466,2.4991043873990466
0.23041360233615035,0.8737838057048859,0.7045009784735812,-0.039807965655735036,0.2436486525410343,-2.774587261336957,2.774587261336957
0.24286839165161794,0.8796832606240286,0.7436399217221135,-0.03953745640453126,0.24878832831390607,-3.066303680467062,3.066303680467062
0.2553231809670855,0.8854011443902808,0.7827788649706457,-0.03924711718612857,0.2543047734635572,-3.3745458980911094,3.3745458980911094
0.2677779702825531,0.8909391520830724,0.821917808219178,-0.03893609394455899,0.26021421505337916,-3.699603806098118,3.699603806098118
0.2802327595980207,0.8962992850615883,0.8610567514677103,-0.03860348626199633,0.2665337610220698,-4.041763036568039,4.041763036568039
0.2926875489134883,0.9014838277175101,0.9001956947162426,-0.03824834935543665,0.27328136224670363,-4.401303052893933,4.401303052893933
0.30514233822895587,0.9064953240043139,0.9393346379647749,-0.03786969694667095,0.280475758013252,-4.778495238707945,4.778495238707945
0.3175971275444235,0.9113365538748364,0.9784735812133072,-0.037466505183153594,0.2881364015200817,-5.1736009929036335,5.1736009929036335
0.33005191685989105,0.9160105097491053,1.0176125244618395,-0.037037717809696995,0.2962833616157571,-5.58686983902404,5.58686983902404
0.34250670617535867,0.9205203731261238,1.0567514677103718,-0.036582252813262044,0.3049371965480212,-6.018537557221185,6.018537557221185
0.35496149549082623,0.9248694914431985,1.095890410958904,-0.03609901078455958,0.31411879509336804,-6.46882434689698,6.46882434689698
0.3674162848062938,0.9290613552776044,1.1350293542074363,-0.03558688525952582,0.3238491800690093,-6.937933028002985,6.937933028002985
0.3798710741217614,0.9330995759753684,1.1741682974559686,-0.03504477531929419,0.33414926893341046,-7.426047288812926,7.426047288812926
0.39232586343722897,0.93698786378321,1.213307240704501,-0.03447160073669474,0.34503958600279994,-7.933329987781118,7.933329987781118
0.4047806527526966,0.9407300065501254,1.2524461839530332,-0.0338663199574398,0.35653992080864383,-8.45992151687064,8.45992151687064
0.41723544206816415,0.944329849056843,1.2915851272015655,-0.03322795119108636,0.3686689273693592,-9.005938233472438,9.005938233472438
0.42969023138363177,0.9477912730226029,1.3307240704500978,-0.032555596856007576,0.38144365973585603,-9.571470967744476,9.571470967744476
0.44214502069909933,0.9511181778312359,1.36986301369863,-0.03184847156885088,0.3948790401918333,-10.156583611880542,10.156583611880542
0.4545998100145669,0.9543144620107521,1.4090019569471623,-0.031105933786868923,0.40898725804949043,-10.761311797468865,10.761311797468865
0.4670545993300345,0.9573840054941587,1.4481409001956946,-0.030327521095573347,0.42377709918410644,-11.385661666729641,11.385661666729641
0.4795093886455021,0.9603306526826254,1.487279843444227,-0.029512988979128185,0.4392532093965644,-12.029608743021907,12.029608743021907
0.4919641779609697,0.9631581963267279,1.5264187866927592,-0.02866235271236296,0.45541529846510376,-12.693096905592913,12.693096905592913
0.5044189672764373,0.9658703622361211,1.5655577299412915,-0.02777593176855421,0.47225729639747005,-13.376037473101784,13.376037473101784
0.5168737565919048,0.9684707948237824,1.6046966731898238,-0.02685439584646235,0.48976647891721536,-14.078308399995448,14.078308399995448
0.5293285459073724,0.9709630434867986,1.643835616438356,-0.025898811288251587,0.5079225855232199,-14.799753589338108,14.799753589338108
